********************************************************************
  JasperGold - Superlint Violation/Property Report  
********************************************************************

Report Information
"module","created date"
"uc","Sep 02 06:21:21 CST 2025"



VIOLATIONS SUMMARY
Domain: LINT
"Category","Error","Warning","Info","Waived","Total"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.PCandIFetch.goToPWait_E' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaPCandIFetch' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/PCandIFetch.v :535 ","xttop.Xtensa.PCandIFetch-Xm_serdes_64i64d0256d1_fusaPCandIFetch","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0.rd0_flop_data_stall_C1' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :1766 ","xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0-Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0.rd0_flop_data_stall_C2' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :1768 ","xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0-Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0.rd0_flop_data_stall_C3' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :1770 ","xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0-Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0.rd1_flop_data_stall_C1' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :1868 ","xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0-Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0.rd1_flop_data_stall_C2' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :1870 ","xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0-Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0.rd1_flop_data_stall_C3' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :1872 ","xttop.Xtensa.TIE.TIE_Regfile_AR.ins0.TIE_Regfile_AR_bank0-Xm_serdes_64i64d0256d1_fusaTIE_Regfile_AR_bank","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.IsWSR_R' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaXtensa' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/wrappers/Xtensa.v :546 ","xttop.Xtensa-Xm_serdes_64i64d0256d1_fusaXtensa","-"
"Info","NET_NO_LDDR","Net 'xttop.Xtensa.IsXSR_R' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaXtensa' neither has driver nor any load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/wrappers/Xtensa.v :547 ","xttop.Xtensa-Xm_serdes_64i64d0256d1_fusaXtensa","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.jcaptDREn_reg.t2' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaxtascsynch3' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/primitives/primitives.v :2022 ","xttop.AccessPort.jcaptDREn_reg-Xm_serdes_64i64d0256d1_fusaxtascsynch3","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.PRCSerial[3:1]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :356 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.PRSSerial[3:1]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :395 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.dSoftResetLogicReset' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :111 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.devIDReg[31:1]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :186 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iAnyLoadDIR' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :458 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iAnyLoadDIR_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :459 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iBypass_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :319 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iLoadDIR' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :447 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iLoadDIR_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :448 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iReadDOSR' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :453 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iReadDOSR_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :454 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iScanDDR' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :450 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.iScanDDR_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :451 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.jcaptDREn' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :283 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.leafDLogicReset' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :103 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.myDResetDebug' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :121 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.AccessPort.nextTapState' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaAccessPort' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/AccessPort.v :206 ","xttop.AccessPort-Xm_serdes_64i64d0256d1_fusaAccessPort","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.FuncDisableWrData[31:9]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :513 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.apbPerfRegRd' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :288 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.apbPerfRegWr' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :284 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.cp1[63:16]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :305 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.cp2[31:16]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :306 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.dcrClearWrData[31:23]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :324 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.dcrSetWrData[19:3]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :359 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.ddrValueChange' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :1255 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.debugInst0WrData[31:24]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :480 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.debugOrHigherInt' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :1362 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.debugStatusWrData[13:12]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :375 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.dir0ExecWrData[31:24]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :465 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.execDisp' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :383 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.hostIntPulse' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :1039 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.inOCDMode_X' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :1351 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.itCtrlWrData[31:1]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :535 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.jtagCsRegRd' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :231 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.jtagMiscRegRd' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :230 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.jtagPerfRegRd' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :228 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.jtagTraxRegRd' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :227 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Debug.nextDebugInst0[31:24]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :1198 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.rdTraxOcdIdApb' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :294 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.rdTraxOcdIdJtag' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :293 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.traceMemRead' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :846 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.Debug.traceMemWrite' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDebug' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/Debug.v :845 ","xttop.Debug-Xm_serdes_64i64d0256d1_fusaDebug","-"
"Info","NET_NO_LOAD","Net 'xttop.FaultReporter.faultcontrol_info[6:3]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaFaultReporter' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/FaultReporter.v :61 ","xttop.FaultReporter-Xm_serdes_64i64d0256d1_fusaFaultReporter","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.FaultReporter.fir_info[14:0]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaFaultReporter' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/FaultReporter.v :57 ","xttop.FaultReporter-Xm_serdes_64i64d0256d1_fusaFaultReporter","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.FaultReporter.memecc_testmode_toggled' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaFaultReporter' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/FaultReporter.v :70 ","xttop.FaultReporter-Xm_serdes_64i64d0256d1_fusaFaultReporter","-"
"Info","NET_NO_LOAD","Net 'xttop.FaultReporter.nxt_faultbits' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaFaultReporter' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/FaultReporter.v :72 ","xttop.FaultReporter-Xm_serdes_64i64d0256d1_fusaFaultReporter","-"
"Info","NET_NO_LOAD","Net 'xttop.FaultReporter.nxt_fir_info[14:0]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaFaultReporter' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/FaultReporter.v :58 ","xttop.FaultReporter-Xm_serdes_64i64d0256d1_fusaFaultReporter","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.FaultReporter.nxt_multiple_faults' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaFaultReporter' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/debug/FaultReporter.v :56 ","xttop.FaultReporter-Xm_serdes_64i64d0256d1_fusaFaultReporter","-"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.Control.d_GlobalStall' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaControl' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/Control.v :390 ","xttop.Xtensa.Control-Xm_serdes_64i64d0256d1_fusaControl","-"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.Control.debugNMIPending' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaControl' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/Control.v :575 ","xttop.Xtensa.Control-Xm_serdes_64i64d0256d1_fusaControl","-"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.Control.killPipe_X' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaControl' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/Control.v :434 ","xttop.Xtensa.Control-Xm_serdes_64i64d0256d1_fusaControl","-"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.DataTlb.DataTlbCore.Way0.RdCA_P0_A_Inst.t2[2]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaxtmux8e' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/primitives/primitives.v :2208 ","xttop.Xtensa.DataTlb.DataTlbCore.Way0.RdCA_P0_A_Inst-Xm_serdes_64i64d0256d1_fusaxtmux8e","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.DataTlb.DataTlbCore.Way0.RdCA_P0_A[2]' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDataTlbassType0' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/DataTlb.v :727 ","xttop.Xtensa.DataTlb.DataTlbCore.Way0-Xm_serdes_64i64d0256d1_fusaDataTlbassType0","Grouped"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.DataTlb.DataTlbCore.Way0.ReadWriteAdrConflict_P0_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDataTlbassType0' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/DataTlb.v :726 ","xttop.Xtensa.DataTlb.DataTlbCore.Way0-Xm_serdes_64i64d0256d1_fusaDataTlbassType0","-"
"Info","NET_NO_LOAD","Net 'xttop.Xtensa.DataTlb.DataTlbCore.TlbCtl.WayReadWriteAdrConflict_P0_T' declared in design-unit 'Xm_serdes_64i64d0256d1_fusaDataTlbCtl' has a driver but has no load","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/DataTlb.v :384 ","xttop.Xtensa.DataTlb.DataTlbCore.TlbCtl-Xm_serdes_64i64d0256d1_fusaDataTlbCtl","-"
